ws_id,dem_min,dem_max,dem_mean,dem_std,dem_median,acc_min,acc_max,acc_mean,acc_std,acc_median,slope_mean_deg,slope_p90_deg,pct_slope_gt_15,pct_slope_gt_30,relief_m
129,240.0,3418.0,1778.236706922946,636.3762932118938,1793.0,1.0,2686388.0,2434.4777002891647,76664.55854483503,3.0,27.115840278959006,38.845130920410156,89.89283891818336,38.166354822248685,3178.0
130,493.0,3450.0,1772.109647839235,682.3578557249253,1685.0,1.0,357785.0,3016.377816798361,32102.54881131986,4.0,25.901991269144474,37.45175666809083,89.08886937859721,31.26524241537411,2957.0
131,525.0,4227.0,2364.626337645744,744.042142695953,2460.0,1.0,36210.0,164.1867646275888,1705.43338961564,3.0,24.289653543097483,34.91102600097656,86.37597827823032,23.83272107757014,3702.0
132,327.0,3171.0,1685.5236525132898,598.7261086354159,1752.0,1.0,1043289.0,3722.016822555682,61357.471838915815,3.0,23.979783493708364,34.0756721496582,85.96325953838907,21.768387053361145,2844.0
133,330.0,2622.0,1488.2843512732647,463.87757421377546,1479.0,1.0,1043294.0,197.46663979036484,8614.019966333537,4.0,20.988380198884634,31.609115600585938,77.27608681045488,13.68003762682255,2292.0
134,257.0,2761.0,1491.3061076604554,538.2526019857935,1530.0,1.0,502327.0,3005.087474120083,38022.87612197243,3.0,26.052731948757764,38.2421760559082,87.80020703933748,33.923395445134574,2504.0
135,250.0,4565.0,2548.170343790913,966.4563418413832,2633.0,1.0,920049.0,2268.931904507912,28611.148284293417,4.0,23.976133039163393,37.31037139892578,79.68772729476797,27.68268438151578,4315.0
136,637.0,3599.0,1869.2777321531769,494.095871966193,1815.0,1.0,31910.0,168.41396721112022,1661.1049595883624,3.0,25.557737932293094,36.30478744506837,87.02436353681905,33.11129360951425,2962.0
137,664.0,4160.0,2066.1032166123778,665.0299213176778,1932.0,1.0,18979.0,166.30445846905536,1394.3521904753986,3.0,26.72572908184039,37.3856819152832,89.99898208469055,38.22780944625407,3496.0
138,231.0,4287.0,1983.9304828696736,743.8218195150582,1974.0,1.0,72360.0,195.4670423967625,2130.3169741530805,4.0,23.221783164184163,33.768184661865234,84.62190393457212,19.91016378159629,4056.0
139,227.0,3450.0,1289.2175170867538,748.2773686640086,1159.0,1.0,23740.0,158.66202581998337,1374.8790198473755,3.0,19.385584294651576,31.575674057006836,68.71225545148808,13.354789715401584,3223.0
140,322.0,2778.0,1481.2153032153033,559.3912162396766,1519.0,1.0,69878.0,479.0747863247863,4877.641414017591,3.0,25.090201465201464,35.20221710205078,88.29365079365078,28.449328449328448,2456.0
141,315.0,2673.0,1608.1311161948988,494.3082125118536,1690.0,1.0,98130.0,205.98582989039505,2083.2045243689654,3.0,21.906487946870627,33.39415740966797,78.23607744050261,17.827022228292417,2358.0
142,212.0,2476.0,1157.2190535136165,427.90061793317614,1136.0,1.0,2727468.0,933.2513330794136,45822.76680772943,3.0,27.371140616073127,38.765869140625,89.25918872595696,41.27309083984003,2264.0
143,203.0,2266.0,963.710290775866,410.3338438784996,963.0,1.0,2707082.0,16564.77507767936,210277.4550516395,3.0,26.13155636970737,38.631659698486324,85.20614014747484,37.43449427259658,2063.0
144,258.0,2963.0,1493.9987149070778,525.9208553044997,1475.0,1.0,108787.0,850.725056016871,8855.318368911649,4.0,21.791190935152233,31.721150016784666,81.82417292737577,13.730723606168446,2705.0
145,249.0,2473.0,1111.3245882352942,488.2268959578069,1068.0,1.0,1074422.0,8322.985411764706,93632.8941240864,4.0,22.23259375,32.4834945678711,82.55294117647058,16.211764705882352,2224.0
146,609.0,3516.0,1810.448717678545,509.9474127181134,1789.0,1.0,93782.0,719.1899985248562,7103.849144578946,3.0,26.860601542578973,38.93891906738281,90.27669483488926,36.0398710302826,2907.0
147,592.0,3978.0,2116.3553899082567,696.3518854386598,2071.5,1.0,119224.0,233.1328363914373,2542.758114383725,3.0,27.760333046636084,39.869499206542976,90.56957186544342,40.967125382263,3386.0
148,258.0,3127.0,1256.1933837529089,556.3266983080003,1201.0,1.0,430673.0,2644.845700232706,32686.16135071139,4.0,23.97304051195261,35.421165466308594,84.53035752062618,24.481700867357734,2869.0
149,214.0,3273.0,1374.9815480536988,626.4402975175711,1355.0,1.0,95582.0,865.6696343312925,8224.703990098054,3.0,25.55164684322867,38.2421760559082,84.51103746559568,33.57018480031456,3059.0
150,256.0,3736.0,1859.0688649538397,720.0717921997473,1877.0,1.0,484952.0,314.8561511486438,5281.496582947241,4.0,23.95561305732484,34.91073074340821,85.70457310527446,23.38975166392328,3480.0
151,241.0,2436.0,1215.298448864002,536.3347856731006,1134.0,1.0,1197799.0,2052.9940786509624,47191.21969631004,3.0,24.38323638733346,36.597119140625,84.65598249340285,25.809358305979273,2195.0
152,112.0,2690.0,1042.9845889851283,464.1363325853856,1016.0,1.0,979338.0,4296.855956855696,63269.40516612601,3.0,26.157589066840988,37.81673049926758,87.53227651577055,34.991011603203134,2578.0
153,98.0,1954.0,767.5043435095557,371.6420442241906,749.0,1.0,3752958.0,17195.84428961458,216004.8268258519,3.0,22.564534358047016,35.15210723876953,76.22947913342553,24.662269971279652,1856.0
154,164.0,1753.0,659.3070561993362,329.12356747698595,618.0,1.0,497483.0,3653.085359882488,41970.04579325965,3.0,19.989236507806975,32.70590591430664,69.93090691474893,16.614982862738696,1589.0
155,241.0,2409.0,1020.2151597552684,490.79921519546656,970.0,1.0,6943.0,72.53648311806027,489.4538373419777,3.0,23.556983627917518,35.248558044433594,80.93700430546113,25.51552232041695,2168.0
156,167.0,3472.0,1589.851196841326,672.0085950291674,1564.0,1.0,35199.0,253.9729099832744,2405.68133984346,3.0,23.319957980313127,34.545204162597656,83.84469852759727,20.783636313783553,3305.0
157,153.0,2147.0,811.3043042606953,379.2458843151853,789.0,1.0,1220068.0,14254.112180883509,130415.72453662824,3.0,24.440473337980308,37.02092742919922,83.07484534285963,28.33928727019256,1994.0
158,173.0,4210.0,2137.5329662017007,900.0644622799477,2149.0,1.0,554832.0,3942.20000605162,44620.72647294644,4.0,24.61850837645113,36.68056106567383,85.47510262539461,26.81372104047525,4037.0
159,175.0,4035.0,1789.4974989439986,756.4349336391714,1717.0,1.0,43474.0,222.74440319245903,2334.380763542316,4.0,26.034472888552944,38.177276611328125,89.03537048976234,31.499966652586647,3860.0
160,253.0,1830.0,607.5813316137353,281.62422089087244,507.0,1.0,3860.0,56.26180880219249,310.0322935191541,3.0,13.928111901499275,26.287441253662113,43.47896179268096,4.3366113171046266,1577.0
161,188.0,1389.0,560.8674448353054,295.87137951992383,472.0,1.0,1801.0,36.10425327790215,161.2667197941151,3.0,14.337065528062041,29.715978622436523,46.85001598976655,9.545890629996801,1201.0
162,89.0,1269.0,418.6011705685619,257.4597116879503,352.0,1.0,3756086.0,44496.352146042365,406218.0248539424,3.0,17.86131506061873,30.25584602355957,61.49665551839465,10.479375696767,1180.0
163,109.0,1193.0,485.9078447912273,249.16755490887863,424.0,1.0,1609.0,25.692851117671868,105.56668107821844,3.0,15.04778607391396,28.914928436279304,46.17250105440742,8.171657528469002,1084.0
164,185.0,2634.0,895.8797590955518,627.0044261404063,750.0,1.0,17443.0,121.8184411650759,993.5105227292712,3.0,18.064614297538125,33.12873077392578,59.70133483605113,16.954883245870462,2449.0
165,224.0,2401.0,1003.3325943244116,454.48369702286425,979.0,1.0,19899.0,130.07433086101258,1252.6402108911989,3.0,22.566256348758465,34.93647308349609,77.73298935827152,23.262657207352465,2177.0
166,353.0,3354.0,1724.5351976856316,673.0680062163531,1743.0,1.0,21989.0,122.28619345100834,1045.773311868546,3.0,26.301012012074967,38.35689163208008,87.42610372730704,35.94398557712465,3001.0
167,301.0,2177.0,972.5151577432946,460.5433075923983,849.0,1.0,4736.0,54.598602404686055,338.1452684898839,3.0,21.605413755009764,34.88738250732422,72.20224026307676,20.912547528517113,1876.0
168,149.0,2401.0,751.1437633322106,474.52177422620014,587.0,1.0,145280.0,947.2691141798584,10707.266642601073,3.0,17.241784902324014,30.095333099365234,56.91310205456382,10.163354664870326,2252.0
169,244.0,1741.0,596.1842197957027,292.29486302482866,506.0,1.0,5507.0,51.1546319126453,318.2705037836494,3.0,14.672629923975578,29.922849273681642,46.706586826347305,9.90959257954679,1497.0
170,260.0,3390.0,1206.9171329511516,664.1017958266457,1091.0,1.0,14198.0,100.7926607394185,777.5612640821374,3.0,22.52824525419656,35.659061431884766,76.5541862620576,24.283409426384264,3130.0
171,135.0,2120.0,673.0783417935702,544.0093013176272,414.0,1.0,3257.0,50.04010152284264,295.8732921215645,2.0,17.117399005922167,31.40743637084961,51.28595600676819,12.419627749576987,1985.0
172,147.0,2331.0,705.5330440350003,425.8316910171868,555.0,1.0,8026.0,88.47065518958526,575.8232791010901,2.0,18.158773209077328,31.019010543823242,59.89898271323896,11.424912854805434,2184.0
173,261.0,2197.0,818.4069036883732,362.644578104336,795.0,1.0,9965.0,83.00236528937837,679.0883487684741,3.0,21.142007446965778,35.68216400146485,70.78867617710104,22.55155591691921,1936.0
174,205.0,1642.0,706.3267998975148,300.8571083727271,669.0,1.0,5203.0,50.93543428132206,371.2396658532096,3.0,20.08159188444786,31.870689392089844,68.51140148603638,13.848321803740712,1437.0
175,214.0,1665.0,638.9520480225989,320.2791392028483,534.5,1.0,8115.0,65.40699152542373,494.40653714988673,3.0,18.223647157485875,30.55245761871338,61.73022598870056,11.009887005649716,1451.0
176,189.0,2127.0,513.1275161501732,292.17644854257395,427.0,1.0,3692.0,53.88493586742814,297.8664351994736,2.0,14.066059182192678,25.87148094177246,40.258402771276096,5.3833910682520365,1938.0
177,190.0,1999.0,546.031908365719,351.6341357484054,403.0,1.0,106826.0,924.297811413377,9464.961324478689,3.0,12.609520948387537,30.067602157592773,39.98090952478353,10.090679757278243,1809.0
178,117.0,1647.0,652.8637225381956,387.59451884284704,596.0,1.0,601909.0,3502.8622727779634,45541.88986673431,3.0,20.86760657131705,35.12575454711914,68.50674696107951,23.140403702464592,1530.0
179,93.0,2057.0,546.6862521948365,392.0371638719734,431.0,1.0,1283229.0,9473.246016778305,108892.46028469269,3.0,18.865190300448724,33.11802673339844,61.7610717305066,15.841841711647264,1964.0
180,168.0,1742.0,531.322063538327,288.0702111499287,456.0,1.0,5271.0,61.112357913144855,399.2777340216498,3.0,17.67143325561061,29.65826511383057,60.09909647333139,9.428737977266104,1574.0
181,173.0,1573.0,502.0343336391037,292.88900223912185,382.0,1.0,8988.0,76.36450006552221,505.8717940362463,2.0,15.536918695125147,30.079195404052733,45.57069846678024,10.103525095007207,1400.0
182,254.0,2400.0,1039.7959907223326,519.9016199856601,932.0,1.0,18868.0,104.99410205434064,894.3755317247065,3.0,21.806486083499006,34.18194122314455,75.51027170311465,20.49039098740888,2146.0
183,293.0,2161.0,1051.0268791627022,472.33304481502034,1050.0,1.0,10900.0,90.18101807802093,677.1361084500888,3.0,21.313684387884553,35.08563499450683,72.08214398985093,24.270535997462733,1868.0
184,152.0,2536.0,1139.5520711332074,491.25129854328,1129.0,1.0,37426.0,149.11456366374262,1406.7738756091055,3.0,24.697612161483853,37.19868087768555,82.16172287687932,30.525611301001504,2384.0
185,209.0,1819.0,565.2617408409146,287.2474239848024,470.0,1.0,2713.0,44.78005901155643,232.0918751182176,2.0,13.917483710351611,23.48226203918457,39.3041553970986,2.6801081878534543,1610.0
186,282.0,2801.0,1242.8099978359662,634.2609801569064,1206.0,1.0,8278.0,102.50670850465268,705.416659194437,3.0,22.123953486799394,35.60447807312011,74.00995455529106,24.82146721488855,2519.0
